Q0_EXPL_MEN_IHRAM,Мужчины надевают два белых несшитых полотна: одно закрывает нижнюю часть тела. второе покрывает плечи и верхнюю часть тела. Голова остаётся открытой. Запрещается использовать духи после вступления в ихрам.,"Muškarci nose dvije bijele, nešivene plahte: jedna pokriva donji dio tijela, druga ramena i gornji dio tijela. Glava ostaje otkrivena. Upotreba parfema je zabranjena nakon ulaska u ihram.","Burrat veshin dy çarçafë të bardhë, të pakomplikuar: njëri mbulon pjesën e poshtme të trupit, tjetri mbulon shpatullat dhe pjesën e sipërme të trupit. Koka mbetet e zbuluar. Përdorimi i parfumit është i ndaluar pas hyrjes në ihram.","Erkekler iki beyaz, dikişsiz çarşaf giyerler: biri alt bedeni, diğeri omuzları ve üst bedeni örter. Baş açık kalır. İhrama girdikten sonra parfüm kullanımı yasaktır.",يرتدي الرجال قطعتين من القماش الأبيض غير المخيط: إحداهما تغطي الجزء السفلي من الجسم، والأخرى تغطي الكتفين والجزء العلوي. ويبقى الرأس مكشوفاً. ويُحظر استخدام العطور بعد الإحرام.,"Pria mengenakan dua lembar kain putih tanpa jahitan: satu menutupi bagian bawah tubuh, yang lain menutupi bahu dan bagian atas tubuh. Kepala tetap terbuka. Penggunaan parfum dilarang setelah memasuki ihram.","Men wear two white, unstitched sheets: one covers the lower body, the other covers the shoulders and upper body. The head remains uncovered. The use of perfume is prohibited after entering ihram."
,,,,,,,
Q0_UMRA_COMPLETION,Что завершает Умру и выход из ихрама?,Šta upotpunjuje umru i izlazak iz ihrama?,Çfarë e përfundon Umren dhe daljen nga Ihrami?,Umreyi ve ihramdan çıkmayı tamamlayan nedir?,ما الذي يُتمّ العمرة والخروج من الإحرام؟,Apa yang melengkapi ibadah Umrah dan melepaskan Ihram?,What completes Umrah and exiting Ihram?
Q0_OPT_1_SACRIFICE_ANIMAL,Жертвоприношение животного,Žrtvovanje životinja,Sakrifica e kafshëve,Hayvan kurbanı,التضحية بالحيوانات,pengorbanan hewan,Animal sacrifice
Q0_OPT_2_FAST_TWO_DAYS,Пост в течение двух дней,Post dva dana,Agjërimi për dy ditë,İki gün oruç tutmak,الصيام لمدة يومين,Berpuasa selama dua hari,Fasting for two days
Q0_OPT_3_SHAVE_CUT_HAIR,Бритьё или укорачивание волос,Brijanje ili šišanje dlačica,Rruajtja ose shkurtimi i flokëve,Saçları tıraş etmek veya kısaltmak,حلاقة أو تقليم الشعر,Mencukur atau memangkas rambut,Shaving or trimming hair
Q0_OPT_4_SECOND_TAWAF,Второй таваф,Drugi tavaf,Tavafi i dytë,İkinci tavaf,الطواف الثاني,Tawaf kedua,Second tawaf
Q0_EXPL_COMPLETION,После завершения Са'и мужчины полностью сбривают волосы или значительно их укорачивают. женщины срезают небольшую прядь волос. После этого паломник выходит из состояния Ихрама. и Умра считается завершённой.,"Nakon završetka sa'ija, muškarci potpuno briju kosu ili je znatno skrate. Žene podrezuju mali pramen kose. Nakon toga, hodočasnik izlazi iz ihrama, a umra se smatra završenom.","Pas përfundimit të Sa'i-t, burrat i rruajnë flokët plotësisht ose i shkurtojnë dukshëm. Gratë shkurtojnë një tufë të vogël flokësh. Pas kësaj, pelegrini del nga Ihrami dhe Umra konsiderohet e përfunduar.",Sa'i tamamlandıktan sonra erkekler saçlarını tamamen tıraş eder veya önemli ölçüde kısaltırlar. Kadınlar ise küçük bir tutam saç keserler. Bundan sonra hacı ihramdan çıkar ve Umre tamamlanmış sayılır.,بعد إتمام السعي، يحلق الرجال شعرهم بالكامل أو يقصونه بشكل ملحوظ. أما النساء فيقصرن خصلة صغيرة من الشعر. بعد ذلك، يخرج المعتمر من الإحرام، وتُعتبر مناسك العمرة منتهية.,"Setelah menyelesaikan Sa'i, kaum pria mencukur habis rambut mereka atau memotongnya jauh lebih pendek. Kaum wanita memangkas sedikit rambut mereka. Setelah itu, jamaah keluar dari Ihram, dan Umrah dianggap selesai.","After completing Sa'i, men shave their hair completely or cut it significantly shorter. Women trim a small lock of hair. After this, the pilgrim exits Ihram, and Umrah is considered complete."
,,,,,,,
# === LEVEL 1 - IHRAM ===,,,,,,,
LEVEL_1_TITLE,Ихрам,Ihram,Ihram,İhram,الإحرام,Ihram,Ihram
LEVEL_1_DESC,Изучи правила вступления в ихрам,Naučite pravila ulaska u ihram,Mësoni rregullat e hyrjes në ihram,İhrama girme kurallarını öğrenin.,تعرّف على قواعد الإحرام,Pelajari aturan memasuki ihram.,Learn the rules of entering ihram
,,,,,,,
THEORY_L1_IHRAM_DEF_TITLE,Что такое ихрам?,Šta je Ihram?,Çfarë është Ihrami?,İhram nedir?,ما هو الإحرام؟,Apa itu Ihram?,What is Ihram?
THEORY_L1_IHRAM_DEF_TEXT,Ихрам — это особое состояние поклонения. Оно начинается с намерения (нийя) и произнесения тальбии. В этом состоянии действуют определенные правила и ограничения.,Ihram je posebno stanje obožavanja. Počinje namjerom (nijjom) i izgovaranjem talbije. Tokom ovog stanja primjenjuju se određena pravila i ograničenja.,Ihrami është një gjendje e veçantë adhurimi. Ai fillon me nijetin (nijjen) dhe recitimin e telbijes. Gjatë kësaj gjendjeje zbatohen rregulla dhe kufizime të caktuara.,"İhram, özel bir ibadet halidir. Niyetle (niyye) ve Talbiye'nin okunmasıyla başlar. Bu hal sırasında belirli kurallar ve kısıtlamalar geçerlidir.",الإحرام حالة عبادة خاصة. تبدأ بالنية وتلاوة التلبية. وتُطبق خلال هذه الحالة أحكام وقيود معينة.,Ihram adalah keadaan ibadah khusus. Ihram dimulai dengan niat (niyya) dan pembacaan Talbiyah. Aturan dan batasan tertentu berlaku selama keadaan ini.,Ihram is a special state of worship. It begins with the intention (niyya) and the recitation of Talbiyah. Certain rules and restrictions apply during this state.
,,,,,,,
THEORY_L1_ENTER_IHRAM_TITLE,Как вступить в ихрам?,Kako ući u ihram?,Si të hyj në ihram?,İhrama nasıl girilir?,كيفية الدخول إلى الإحرام؟,Bagaimana cara memasuki ihram?,How to enter ihram?
THEORY_L1_ENTER_IHRAM_TEXT,"Для вступления в ихрам необходимо: 1) Сделать намерение (нийя) на умру или хадж; 2) Произнести тальбию: ""Лаббайка Аллахумма лаббайк...""; 3) Надеть ихрам до пересечения миката.","Da biste ušli u ihram, morate: 1) napraviti namjeru (nija) za umru ili hadž; 2) Recite talbiju: ""Labbayka Allahumma labbayk...""; 3) Obucite ihram dok ne pređete mikat.","Për të hyrë në ihram, duhet: 1) Të bësh nijet (niya) për umre ose haxh; 2) Thuaj Talbijah: “Labbayka Allahumma labbayk...”; 3) Vish ihramin derisa të kalosh mikatin.","İhrama girmek için şunları yapmalısınız: 1) Umre veya Hac için niyet (niya) yapın; 2) Telbiye deyin: ""Lebbeyke Allahumme lebbeyk...""; 3) Mikat'ı geçinceye kadar ihrama girin.","للإحرام يجب عليك: 1) نية العمرة أو الحج. 2) قول التلبية: ""لبيك اللهمّ لبيك...""؛ 3) أحرم حتى تعبر الميقات.",Untuk masuk ihram harus: 1) Niat (niya) untuk umroh atau haji; 2) Ucapkan Talbiyah: “Labbayka Allahumma labbayk…”; 3) Kenakan ihram sampai Anda melewati miqat.,"To enter ihram, you must: 1) Make an intention (niya) for Umrah or Hajj; 2) Say the Talbiyah: ""Labbayka Allahumma labbayk...""; 3) Put on ihram until you cross the miqat."
,,,,,,,
THEORY_L1_PROHIBITED_TITLE,Что запрещено в ихраме?,Šta je zabranjeno u ihramu?,Çfarë është e ndaluar në ihram?,İhramda yasak olan şeyler nelerdir?,ما هي المحظورات في الإحرام؟,Apa saja yang dilarang dalam ihram?,What is prohibited in ihram?
THEORY_L1_PROHIBITED_TEXT,Запрещено: пользоваться духами и благовониями; мыться мылом с ароматом; стричь ногти и волосы; половая близость; охота; споры и ссоры.,Zabranjeno je: korištenje parfema i tamjana; pranje mirisnim sapunom; rezanje noktiju i kose; spolni odnos; lov; sporovi i svađe.,Është e ndaluar: përdorimi i parfumeve dhe temjanit; larja me sapun të parfumuar; prerja e thonjve dhe e flokëve; marrëdhëniet seksuale; gjuetia; grindjet dhe mosmarrëveshjet.,Şunlar yasaktır: parfüm ve tütsü kullanmak; kokulu sabunla yıkanmak; tırnak ve saç kesmek; cinsel ilişki; avlanmak; tartışma ve kavga etmek.,يُحظر ما يلي: استخدام العطور والبخور؛ الاغتسال بالصابون المعطر؛ قص الأظافر والشعر؛ ممارسة الجنس؛ الصيد؛ النزاعات والمشاحنات.,Dilarang untuk: menggunakan parfum dan dupa; mandi dengan sabun wangi; memotong kuku dan rambut; berhubungan seksual; berburu; perselisihan dan pertengkaran.,It is forbidden to: use perfumes and incense; wash with scented soap; cut nails and hair; sexual intercourse; hunting; disputes and quarrels.
,,,,,,,
THEORY_L1_PERMITTED_TITLE,Что разрешено в ихраме?,Šta je dozvoljeno u ihramu?,Çfarë është e lejuar në ihram?,İhramda nelere izin verilir?,ما المسموح به في الإحرام؟,Apa saja yang diperbolehkan saat ihram?,What is permitted in ihram?
THEORY_L1_PERMITTED_TEXT,Разрешено: умываться чистой водой; чесаться; мыться водой без ароматизированного мыла; носить сандалии; использовать зонт от солнца.,Dozvoljeno: pranje čistom vodom; češanje; pranje vodom bez mirisnog sapuna; nošenje sandala; korištenje suncobrana.,Lejohen: larja me ujë të pastër; kruarja; larja me ujë pa sapun të parfumuar; veshja e sandaleve; përdorimi i një çadre dielli.,İzin verilenler: temiz suyla yıkamak; kaşımak; kokusuz sabunla yıkamak; sandalet giymek; güneş şemsiyesi kullanmak.,مسموح بما يلي: الغسل بالماء النظيف؛ الحك؛ الغسل بالماء بدون صابون معطر؛ ارتداء الصنادل؛ استخدام مظلة شمسية.,Diperbolehkan: mencuci dengan air bersih; menggaruk; mencuci dengan air tanpa sabun wangi; memakai sandal; menggunakan payung matahari.,Allowed: washing with clean water; scratching; washing with water without scented soap; wearing sandals; using a sun umbrella.
,,,,,,,
THEORY_L1_REMOVE_CLOTHES_TITLE,Что нужно снять перед ихрамом?,Šta trebam skinuti prije ihrama?,Çfarë duhet të heq para Ihramit?,İhrama girmeden önce neleri çıkarmalıyım?,ما الذي يجب أن أخلعه قبل الإحرام؟,Apa yang harus saya lepas sebelum Ihram?,What should I take off before Ihram?
THEORY_L1_REMOVE_CLOTHES_TEXT,Мужчины снимают обычную одежду и надевают два белых несшитых полотна. Женщины снимают украшения и закрывают тело скромной одеждой. оставляя лицо и кисти рук открытыми.,"Muškarci skidaju svoju uobičajenu odjeću i oblače dvije bijele, nešivene plahte. Žene skidaju nakit i pokrivaju svoja tijela skromnom odjećom, ostavljajući lice i ruke otkrivene.","Burrat heqin rrobat e tyre të zakonshme dhe veshin dy çarçafë të bardhë të pakepur. Gratë heqin bizhuteritë dhe mbulojnë trupin me rroba modeste, duke i lënë fytyrat dhe duart të zbuluara.","Erkekler normal kıyafetlerini çıkarıp dikişsiz iki beyaz çarşaf giyerler. Kadınlar takılarını çıkarıp vücutlarını mütevazı kıyafetlerle örterler, yüzlerini ve ellerini açıkta bırakırlar.",يخلع الرجال ملابسهم العادية ويرتدون ملاءتين بيضاوتين غير مخيطتين. وتخلع النساء مجوهراتهن ويغطين أجسادهن بملابس محتشمة، تاركات وجوههن وأيديهن مكشوفة.,"Para pria menanggalkan pakaian biasa mereka dan mengenakan dua lembar kain putih tanpa jahitan. Para wanita menanggalkan perhiasan dan menutupi tubuh mereka dengan pakaian sopan, membiarkan wajah dan tangan mereka terbuka.","Men remove their regular clothing and put on two white, unstitched sheets. Women remove jewelry and cover their bodies with modest clothing, leaving their faces and hands exposed."
,,,,,,,
Q1_IHRAM_DEFINITION,Что такое ихрам?,Šta je Ihram?,Çfarë është Ihrami?,İhram nedir?,ما هو الإحرام؟,Apa itu Ihram?,What is Ihram?
Q1_OPT_1_CLOTHING_ONLY,Только специальная одежда,Samo posebna odjeća,Vetëm veshje speciale,Sadece özel kıyafetler,ملابس خاصة فقط,Hanya pakaian khusus,Special clothing only
Q1_OPT_2_WORSHIP_STATE,Особое состояние поклонения,Posebno stanje obožavanja,Një gjendje e veçantë adhurimi,özel bir ibadet hali,حالة عبادة خاصة,Suatu keadaan ibadah khusus,A special state of worship
Q1_OPT_3_PRAYER_TYPE,Вид молитвы,Vrsta molitve,Lloji i lutjes,Dua türü,نوع الصلاة,Jenis doa,Type of prayer
Q1_OPT_4_FASTING_DAY,День поста,Dan posta,Dita e Agjërimit,Oruç Günü,يوم الصيام,Hari Puasa,Fasting Day
Q1_EXPL_IHRAM_DEF,Ихрам — это особое состояние поклонения. Оно начинается с намерения (нийя) и произнесения тальбии и сопровождается определёнными правилами и ограничениями.,"Ihram je posebno stanje ibadeta. Počinje namjerom (nijjom) i izgovaranjem talbije, a praćen je određenim pravilima i ograničenjima.",Ihrami është një gjendje e veçantë adhurimi. Ai fillon me nijetin (nijjen) dhe recitimin e telbijes dhe shoqërohet me rregulla dhe kufizime të caktuara.,"İhram, özel bir ibadet halidir. Niyetle (niyya) ve Talbiye'nin okunmasıyla başlar ve belirli kurallar ve kısıtlamalarla birlikte gelir.",الإحرام حالة عبادة خاصة. يبدأ بالنية وتلاوة التلبية، ويصاحبه قواعد وقيود معينة.,Ihram adalah keadaan ibadah khusus. Ihram dimulai dengan niat (niyya) dan pembacaan Talbiyah serta disertai dengan aturan dan batasan tertentu.,Ihram is a special state of worship. It begins with the intention (niyya) and the recitation of Talbiyah and is accompanied by certain rules and restrictions.
,,,,,,,
Q1_ENTER_IHRAM,Как вступить в ихрам?,Kako ući u ihram?,Si të hyj në ihram?,İhrama nasıl girilir?,كيفية الدخول إلى الإحرام؟,Bagaimana cara memasuki ihram?,How to enter ihram?
Q1_OPT_1_PRAY_ONLY,Только молитва,Samo molitva,Vetëm lutje,Sadece dua,الصلاة فقط,Hanya doa,Only prayer
Q1_OPT_2_NIYYAH_TALBIYAH,Намерение и произнесение тальбии,Namjera i izgovaranje talbije,Nyja dhe recitimi i Talbijes,Talbiye'nin niyeti ve okunması,نية وتلاوة التلبية,Niat dan pembacaan Talbiyah,Intention and recitation of Talbiyah
Q1_OPT_3_WEAR_CLOTHES,Только одежда,Samo odjeća,Vetëm rroba,Sadece kıyafetler,ملابس فقط,Hanya pakaian,Just clothes
Q1_OPT_4_WASH_BODY,Омовение тела,Pranje tijela,Larja e trupit,Vücut yıkamak,غسل الجسم,Memandikan tubuh,Washing the body
Q1_EXPL_ENTER_IHRAM,"Для вступления в ихрам необходимо: 1) Сделать намерение (нийя) на умру или хадж; 2) Произнести тальбию: ""Лаббайка Аллахумма лаббайк...""; 3) Надеть ихрам до пересечения миката.","Da biste ušli u ihram, morate: 1) napraviti namjeru (nija) za umru ili hadž; 2) Recite talbiju: ""Labbayka Allahumma labbayk...""; 3) Obucite ihram dok ne pređete mikat.","Për të hyrë në ihram, duhet: 1) Të bësh nijet (niya) për umre ose haxh; 2) Thuaj Talbijah: “Labbayka Allahumma labbayk...”; 3) Vish ihramin derisa të kalosh mikatin.","İhrama girmek için şunları yapmalısınız: 1) Umre veya Hac için niyet (niya) yapın; 2) Telbiye deyin: ""Lebbeyke Allahumme lebbeyk...""; 3) Mikat'ı geçinceye kadar ihrama girin.","للإحرام يجب عليك: 1) نية العمرة أو الحج. 2) قول التلبية: ""لبيك اللهمّ لبيك...""؛ 3) أحرم حتى تعبر الميقات.",Untuk masuk ihram harus: 1) Niat (niya) untuk umroh atau haji; 2) Ucapkan Talbiyah: “Labbayka Allahumma labbayk…”; 3) Kenakan ihram sampai Anda melewati miqat.,"To enter ihram, you must: 1) Make an intention (niya) for Umrah or Hajj; 2) Say the Talbiyah: ""Labbayka Allahumma labbayk...""; 3) Put on ihram until you cross the miqat."
,,,,,,,
Q1_PERFUME_ALLOWED,Можно ли пользоваться духами в ихраме?,Da li je dozvoljeno koristiti parfem tokom ihrama?,A lejohet përdorimi i parfumit gjatë ihramit?,İhramda iken parfüm kullanmak caiz midir?,هل يجوز استخدام العطور أثناء الإحرام؟,Apakah diperbolehkan menggunakan parfum saat ihram?,Is it permissible to use perfume while in ihram?
Q1_OPT_1_YES_ALWAYS,Да. всегда можно,"Da, uvijek možeš","Po, gjithmonë mundesh","Evet, her zaman yapabilirsiniz.",نعم، يمكنك دائماً,"Ya, Anda selalu bisa","Yes, you can always"
Q1_OPT_2_NO_NEVER,Нет. никогда нельзя,"Ne, nikada ne možeš.","Jo, nuk mundesh kurrë.","Hayır, asla yapamazsın.",لا، لا يمكنك ذلك أبداً.,"Tidak, itu tidak akan pernah bisa.","No, you can never."
Q1_OPT_3_ONLY_MEN,Только мужчинам,Samo za muškarce,Vetëm për burra,Sadece erkekler için,للرجال فقط,Khusus pria,For men only
Q1_OPT_4_ONLY_WOMEN,Только женщинам,Samo za žene,Vetëm për gratë,Sadece kadınlar için,للنساء فقط,Khusus wanita,For women only
Q1_EXPL_PERFUME,Использование духов и благовоний после вступления в ихрам запрещено.,Upotreba parfema i tamjana nakon ulaska u ihram je zabranjena.,Përdorimi i parfumeve dhe temjanit pas hyrjes në ihram është i ndaluar.,İhrama girdikten sonra parfüm ve tütsü kullanmak yasaktır.,يُحظر استخدام العطور والبخور بعد دخول الإحرام.,Penggunaan parfum dan dupa setelah memasuki ihram dilarang.,The use of perfumes and incense after entering ihram is prohibited.
,,,,,,,
Q1_SOAP_ALLOWED,Можно ли мыться с мылом в ихраме?,Da li je dozvoljeno prati se sapunom dok se nosi ihram?,A lejohet larja me sapun gjatë ihramit?,İhram giymişken sabunla yıkanmak caiz midir?,هل يجوز الاغتسال بالصابون أثناء ارتداء الإحرام؟,Apakah diperbolehkan mandi dengan sabun saat mengenakan pakaian ihram?,Is it permissible to wash with soap while wearing ihram?
Q1_OPT_1_YES_ANY_SOAP,Да. любым мылом,"Da, sa bilo kojim sapunom.","Po, me çdo sapun.","Evet, her türlü sabunla.",نعم، مع أي نوع من الصابون.,"Ya, dengan sabun apa pun.","Yes, with any soap."
Q1_OPT_2_NO_NEVER_WASH,Нет. нельзя мыться вообще,"Ne, ne možeš se uopšte prati.","Jo, nuk mund të lahesh fare.","Hayır, kesinlikle yıkayamazsınız.",لا، لا يمكنكِ غسل يديكِ على الإطلاق.,"Tidak, kamu sama sekali tidak bisa mandi.","No, you can't wash at all."
Q1_OPT_3_WATER_ONLY_NO_SCENT,Можно мыться водой. но без ароматизированного мыла,"Možete prati vodom, ali bez mirisnog sapuna.","Mund të lani me ujë, por pa sapun të parfumuar.","Sadece suyla yıkayabilirsiniz, ancak kokulu sabun kullanmayın.",يمكنكِ الغسل بالماء، ولكن بدون صابون معطر.,"Anda bisa mencuci dengan air, tetapi tanpa sabun beraroma.","You can wash with water, but without scented soap."
Q1_OPT_4_ONLY_BEFORE_IHRAM,Только до ихрама,Samo do Ihrama,Vetëm deri në Ihram,Sadece ihrama kadar,حتى الإحرام فقط,Hanya sampai saat Ihram,Only until Ihram
Q1_EXPL_SOAP,В ихраме можно мыться водой. но нельзя использовать мыло с ароматом. Можно использовать нейтральное мыло без запаха.,"Dok ste u ihramu, možete se prati vodom, ali ne možete koristiti mirisni sapun. Neutralni, nemirisni sapun je u redu.","Ndërsa je në ihram, mund të lahesh me ujë, por nuk mund të përdorësh sapun të parfumuar. Sapuni neutral dhe pa aromë është në rregull.","İhramda iken suyla yıkanabilirsiniz, ancak kokulu sabun kullanamazsınız. Kokusuz, nötr sabun uygundur.",أثناء الإحرام، يمكنك الاغتسال بالماء، ولكن لا يجوز استخدام الصابون المعطر. الصابون المحايد غير المعطر جائز.,"Saat dalam keadaan ihram, Anda boleh membersihkan diri dengan air, tetapi tidak boleh menggunakan sabun wangi. Sabun netral tanpa aroma diperbolehkan.","While in ihram, you can wash yourself with water, but you cannot use scented soap. Neutral, unscented soap is fine."
,,,,,,,
Q1_PROHIBITED_IHRAM,Что запрещено в ихраме?,Šta je zabranjeno u ihramu?,Çfarë është e ndaluar në ihram?,İhramda yasak olan şeyler nelerdir?,ما هي المحظورات في الإحرام؟,Apa saja yang dilarang dalam ihram?,What is prohibited in ihram?
Q1_OPT_1_WASH_WATER,Умываться водой,Operite vodom,Lani me ujë,Suyla yıkayın,اغسل بالماء,Cuci dengan air,Wash with water
Q1_OPT_2_SCRATCH_BODY,Чесать тело,Grebanje po tijelu,Gërvishtja e trupit,Vücudu kaşımak,خدش الجسم,Menggaruk tubuh,Scratching the body
Q1_OPT_3_PERFUME_CUT_HAIR,Духи. стрижка волос и ногтей,Parfem. Šišanje kose i noktiju.,Parfum. Shkurtim flokësh dhe thonjsh.,Parfüm. Saç ve tırnak kesimi.,العطور. تقليم الشعر والأظافر.,Parfum. Potong rambut dan kuku.,Perfume. Hair and nail trimming.
Q1_OPT_4_WEAR_SANDALS,Носить сандалии,Nosite sandale,Vish sandale,Sandalet giyin.,ارتدي الصنادل,Pakai sandal,Wear sandals
Q1_EXPL_PROHIBITED,В ихраме запрещено: пользоваться духами и благовониями; мыться мылом с ароматом; стричь ногти и волосы; половая близость; охота; споры и ссоры.,U ihramu je zabranjeno: korištenje parfema i tamjana; pranje mirisnim sapunom; rezanje noktiju i kose; spolni odnos; lov; svađanje i prepirke.,"Në ihram, është e ndaluar: përdorimi i parfumeve dhe temjanit; larja me sapun të parfumuar; prerja e thonjve dhe e flokëve; kryerja e marrëdhënieve seksuale; gjuetia; grindja dhe grindja.",İhramda şunlar yasaktır: parfüm ve tütsü kullanmak; kokulu sabunla yıkanmak; tırnak ve saç kesmek; cinsel ilişki; avlanmak; tartışmak ve kavga etmek.,في الإحرام، يُحظر ما يلي: استخدام العطور والبخور؛ الاغتسال بالصابون المعطر؛ قص الأظافر والشعر؛ الجماع؛ الصيد؛ الجدال والشجار.,"Dalam keadaan ihram, dilarang untuk: menggunakan parfum dan dupa; mandi dengan sabun wangi; memotong kuku dan rambut; berhubungan seksual; berburu; berdebat dan bertengkar.","In ihram, it is forbidden to: use perfumes and incense; wash with scented soap; cut nails and hair; sexual intercourse; hunting; arguing and quarreling."
,,,,,,,
Q1_PERMITTED_IHRAM,Что разрешено в ихраме?,Šta je dozvoljeno u ihramu?,Çfarë është e lejuar në ihram?,İhramda nelere izin verilir?,ما المسموح به في الإحرام؟,Apa saja yang diperbolehkan saat ihram?,What is permitted in ihram?
Q1_OPT_1_WASH_SCENTED_SOAP,Мыться ароматизированным мылом,Operite mirisnim sapunom,Lani me sapun të parfumuar,Kokulu sabunla yıkayın,اغسل بصابون معطر,Cuci dengan sabun wangi.,Wash with scented soap
Q1_OPT_2_CUT_HAIR,Стричь волосы,Ošišana kosa,Pritini flokët,Saç kesimi,قص الشعر,Potong rambut,Cut hair
Q1_OPT_3_WASH_WATER_SCRATCH,Умываться водой и чесаться,Operite vodom i ogrebajte,Lani me ujë dhe kruani,Suyla yıkayın ve kazıyın.,اغسل بالماء وافرك,Cuci dengan air dan gores,Wash with water and scratch
Q1_OPT_4_USE_PERFUME,Использовать духи,Koristite parfem,Përdorni parfum,Parfüm kullanın.,استخدمي العطر,Gunakan parfum,Use perfume
Q1_EXPL_PERMITTED,В ихраме разрешено: умываться чистой водой; чесаться; мыться водой без ароматизированного мыла; носить сандалии; использовать зонт от солнца.,U ihramu je dozvoljeno: prati se čistom vodom; češati se; prati se vodom bez mirisnog sapuna; nositi sandale; koristiti kišobran.,"Në ihram, lejohet: të lahet me ujë të pastër; të kruhet; të lahet me ujë pa sapun të parfumuar; të vishen sandale; të përdoret çadër.",İhramda şunlara izin verilir: temiz suyla yıkanmak; kaşınmak; kokusuz sabunla yıkanmak; sandalet giymek; şemsiye kullanmak.,في الإحرام، يجوز ما يلي: الاغتسال بالماء النظيف؛ الحك؛ الاغتسال بالماء بدون صابون معطر؛ ارتداء الصنادل؛ استخدام المظلة.,"Dalam keadaan ihram, diperbolehkan untuk: mandi dengan air bersih; menggaruk; mandi dengan air tanpa sabun wangi; memakai sandal; menggunakan payung.","In ihram, it is permitted to: wash with clean water; scratch; wash with water without scented soap; wear sandals; use an umbrella."
,,,,,,,
Q1_REMOVE_BEFORE_IHRAM,Что нужно снять перед вступлением в ихрам?,Šta treba skinuti prije ulaska u ihram?,Çfarë duhet të hiqni para se të hyni në ihram?,İhrama girmeden önce neleri çıkarmalısınız?,ما الذي يجب عليك خلعه قبل دخول الإحرام؟,Apa yang harus Anda lepas sebelum memasuki ihram?,What should you take off before entering ihram?
Q1_OPT_1_SHOES_ONLY,Только обувь,Samo cipele,Vetëm këpucë,Sadece ayakkabılar,أحذية فقط,Hanya sepatu,Shoes only
Q1_OPT_2_REGULAR_CLOTHES_JEWELRY,Обычную одежду (мужчины) и украшения (женщины),Obična odjeća (muškarci) i nakit (žene),Rroba të thjeshta (burra) dhe bizhuteri (gra),"Erkekler sade kıyafetler, kadınlar ise takı takarlar.",ملابس عادية (للرجال) ومجوهرات (للنساء),Pakaian biasa (pria) dan perhiasan (wanita),Plain clothes (men) and jewelry (women)
Q1_OPT_3_WALLET_PHONE,Кошелёк и телефон,Novčanik i telefon,Portofol dhe telefon,Cüzdan ve telefon,محفظة وهاتف,Dompet dan telepon,Wallet and phone
Q1_OPT_4_NOTHING,Ничего,Ništa,Asgjë,Hiç bir şey,لا شئ,Tidak ada,Nothing
Q1_EXPL_REMOVE,Мужчины снимают обычную одежду и надевают два белых несшитых полотна. Женщины снимают украшения и закрывают тело скромной одеждой. оставляя лицо и кисти рук открытыми.,"Muškarci skidaju svoju uobičajenu odjeću i oblače dvije bijele, nešivene plahte. Žene skidaju nakit i pokrivaju svoja tijela skromnom odjećom, ostavljajući lice i ruke otkrivene.","Burrat heqin rrobat e tyre të zakonshme dhe veshin dy çarçafë të bardhë të pakepur. Gratë heqin bizhuteritë dhe mbulojnë trupin me rroba modeste, duke i lënë fytyrat dhe duart të zbuluara.","Erkekler normal kıyafetlerini çıkarıp dikişsiz iki beyaz çarşaf giyerler. Kadınlar takılarını çıkarıp vücutlarını mütevazı kıyafetlerle örterler, yüzlerini ve ellerini açıkta bırakırlar.",يخلع الرجال ملابسهم العادية ويرتدون ملاءتين بيضاوتين غير مخيطتين. وتخلع النساء مجوهراتهن ويغطين أجسادهن بملابس محتشمة، تاركات وجوههن وأيديهن مكشوفة.,"Para pria menanggalkan pakaian biasa mereka dan mengenakan dua lembar kain putih tanpa jahitan. Para wanita menanggalkan perhiasan dan menutupi tubuh mereka dengan pakaian sopan, membiarkan wajah dan tangan mereka terbuka.","Men remove their regular clothing and put on two white, unstitched sheets. Women remove jewelry and cover their bodies with modest clothing, leaving their faces and hands exposed."
,,,,,,,
# === LEVEL 2 - MIKAT ===,,,,,,,
LEVEL_2_TITLE,Микат,Mikat,Mikat,Mikat,ميكات,Mikat,Mikat
LEVEL_2_DESC,Изучи установленные границы для ихрама,Naučite utvrđene granice za ihram,Mësoni kufijtë e përcaktuar për ihramin,İhramın belirlenmiş sınırlarını öğrenin.,تعرّف على الحدود المعتمدة للإحرام,Pelajari batasan-batasan yang telah ditetapkan untuk ihram.,Learn the established boundaries for ihram
,,,,,,,
THEORY_L2_MIQAT_DEF_TITLE,Что такое микат?,Šta je mikat?,Çfarë është mikati?,Mikat nedir?,ما هو الميقات؟,Apa itu miqat?,What is miqat?
